excel_row,model,variable_name,output_name,source_alias,source_table,source_cell,online_name,中文名,一级分类,二级分类
310,loancntall,last1_od_days_9,last1_od_days_9,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.last1_od_days_9,产品9: 最近第1笔贷款最大逾期天数,逾期催收,逾期表现特征
311,loancntall,payer_amount_cv_7d_v2,payer_amount_cv_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去7天 [T-8, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
312,loancntall,cash_his_repay_cnt,cash_his_repay_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_his_repay_cnt,,,
313,loancntall,payee_avg_txn_per_payer_180d_v2,payee_avg_txn_per_payer_180d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_avg_txn_per_payer_180d_v2,"收款方: 过去180天 [T-181, T-2] 平均每人收款笔数",交易行为,支付交易行为特征
314,loancntall,payee_amount_cv_30d_v2,payee_amount_cv_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去30天 [T-31, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
315,loancntall,multi_data_cnt_30d_div_90d,multi_data_cnt_30d_div_90d,t9,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,,近30天/近90天 多源数据查询次数比,外部数据,多头查询与多证件关联特征
316,loancntall,ng_la30ds_quota_use_ratio_cash_min_off,ng_la30ds_quota_use_ratio_cash_min_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_la30ds_quota_use_ratio_cash_min_off,近30天额度使用率最小值,账户状态,授信额度特征
317,loancntall,util_180d_sumratio_t9,util_180d_sumratio_t9,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,,近180天：t9整体util（sumratio）,账户状态,额度使用与账户余额特征
318,loancntall,savings_rate_t1_v2,savings_rate_t1_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,自然月T-1储蓄率=(入-出)/入,交易行为,支付交易行为特征
319,loancntall,dpd_due180d_dpd3_bad_eli_rt,dpd_due180d_dpd3_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,$.dpd_due180d_dpd3_bad_eli_rt,应还近180天_逾期3天_占比(占达表现期),还款履约,还款计划与账单流水特征
320,loancntall,active_ratio_due_180d_t79,active_ratio_due_180d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.active_ratio_due_180d_t79,79类账户：近180天每期平均主动还款笔数(主动笔数/应还期数),还款履约,实际还款行为特征
321,loancntall,avg_diff_days_60d_t7,avg_diff_days_60d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.avg_diff_days_60d_t7,7类账户：近60天平均应还日-实际还款日(天),还款履约,实际还款行为特征
322,loancntall,min_util_180d_t9,min_util_180d_t9,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.min_util_180d_t9,近180天：t9单笔util最小值,账户状态,额度使用与账户余额特征
323,loancntall,ratio_press_cur90_prev90_all,ratio_press_cur90_prev90_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur90_prev90_all,"压力比值：近90天 / 上90天窗口(90,180]（all）",账户状态,额度使用与账户余额特征
324,loancntall,max_tenor_60d_all,max_tenor_60d_all,t12,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,,"近60天：产品类型(7,9) 的借款期限最大值",账户状态,借款期限特征
325,loancntall,cnt_apply_30d_type7,cnt_apply_30d_type7,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cnt_apply_30d_type7,近30天产品类型7申请次数,授信申请,申请行为特征
326,loancntall,last1_od_days_7,last1_od_days_7,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.last1_od_days_7,产品7: 最近第1笔贷款最大逾期天数,逾期催收,逾期表现特征
327,loancntall,first_overdue_gap_from_first_loan_days_7,first_overdue_gap_from_first_loan_days_7,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.first_overdue_gap_from_first_loan_days_7,产品7: 首次逾期距首笔贷款创建时间间隔天数,逾期催收,逾期表现特征
328,loancntall,payer_amount_cv_90d_v2,payer_amount_cv_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"付款方: 过去90天 [T-91, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
329,loancntall,first_util_1_all,first_util_1_all,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.first_util_1_all,all：最早第1笔 util,账户状态,额度使用与账户余额特征
330,loancntall,ratio_press_cur15_prev15_all,ratio_press_cur15_prev15_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur15_prev15_all,"压力比值：近15天 / 上15天窗口(15,30]（all）",账户状态,额度使用与账户余额特征
331,loancntall,payer_amount_cv_30d_v2,payer_amount_cv_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_amount_cv_30d_v2,"付款方: 过去30天 [T-31, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
332,loancntall,repay_pay_cnt_180d_t79,repay_pay_cnt_180d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,,79类账户：近180天还款流水笔数(主动+代扣),还款履约,实际还款行为特征
333,loancntall,last_overdue_gap_to_asof_days_7,last_overdue_gap_to_asof_days_7,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.last_overdue_gap_to_asof_days_7,产品7: 距最近一次逾期应还日的间隔天数（as_of_date - last_overdue_repay_date）,逾期催收,逾期表现特征
334,loancntall,repay_to_topup_ratio_360d_v2,repay_to_topup_ratio_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"类别衍生: 过去360天 [T-361, T-2] 还款总额 / 充值总额 (分母为0时为NULL)",交易行为,支付交易行为特征
335,loancntall,payer_amount_cv_60d_v2,payer_amount_cv_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_amount_cv_60d_v2,"付款方: 过去60天 [T-61, T-2] 付款金额变异系数 (std/mean)",交易行为,支付交易行为特征
336,loancntall,ng_ins_period_use_ratio,ng_ins_period_use_ratio,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_ins_period_use_ratio,,,
337,loancntall,dpd_due_latest_dpd1_bad_eli_rt,dpd_due_latest_dpd1_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,最近一笔借据_逾期1天_占比(占达表现期),还款履约,还款计划与账单流水特征
338,loancntall,cash_increase_cnt_last_30d,cash_increase_cnt_last_30d,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_increase_cnt_last_30d,cash近30天提额次数,账户状态,授信额度特征
339,loancntall,ratio_press_cur7_prev7_all,ratio_press_cur7_prev7_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.ratio_press_cur7_prev7_all,"压力比值：近7天 / 上7天窗口(7,14]（all）",账户状态,额度使用与账户余额特征
340,loancntall,last_util_1_t7,last_util_1_t7,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.last_util_1_t7,t7：最近第1笔 util,账户状态,额度使用与账户余额特征
341,loancntall,dpd_due_latest_dpd1_bad_due_rt,dpd_due_latest_dpd1_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,最近一笔借据_逾期1天_占比(占到期),还款履约,还款计划与账单流水特征
342,loancntall,ontime_settle_loan_cnt_180d_t79,ontime_settle_loan_cnt_180d_t79,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.ontime_settle_loan_cnt_180d_t79,79类账户：近180天按时结清贷款笔数,还款履约,实际还款行为特征
343,loancntall,total_finsave_amt_20w_days_d30,total_finsave_amt_20w_days_d30,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.total_finsave_amt_20w_days_d30,近30天理财余额高于20万的天数,账户状态,额度使用与账户余额特征
344,loancntall,ins_last_loan_term,ins_last_loan_term,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ins_last_loan_term,大额分期最近一笔的借据的借款期数,账户状态,借款期限特征
345,loancntall,first_util_3_t9,first_util_3_t9,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,$.first_util_3_t9,t9：最早第3笔 util,账户状态,额度使用与账户余额特征
346,loancntall,installment_period_ratio_last5_orders,installment_period_ratio_last5_orders,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.installment_period_ratio_last5_orders,用户大额分期近5笔的期限使用率,账户状态,借款期限特征
347,overdue,available_balance_total,available_balance_total,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.available_balance_total,钱包余额,账户状态,额度使用与账户余额特征
348,overdue,payer_amount_median_180d_v2,payer_amount_median_180d_v2,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.payer_amount_median_180d_v2,"付款方: 过去180天 [T-181, T-2] 付款中位数",交易行为,支付交易行为特征
349,overdue,ng_la30ds_bi_paid_penalty_cash_avg_off,ng_la30ds_bi_paid_penalty_cash_avg_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_la30ds_bi_paid_penalty_cash_avg_off,近30天已还罚息平均值,还款履约,实际还款行为特征
350,overdue,cash_settle_loan_cnt,cash_settle_loan_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cash_settle_loan_cnt,Cash结清贷款次数,还款履约,实际还款行为特征
351,overdue,curr_loan_terms,curr_loan_terms,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.curr_loan_terms,business_loan当前借据借款期数,账户状态,借款期限特征
352,overdue,payer_repay_cnt_360d_v2,payer_repay_cnt_360d_v2_v1,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_repay_cnt_360d_v2,"类别: 过去360天 [T-361, T-2] 还款(j7,g7)笔数",交易行为,支付交易行为特征
353,overdue,avg_tenor_180d_all,avg_tenor_180d_all,t12,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,$.avg_tenor_180d_all,"近180天：产品类型(7,9) 的借款期限均值",账户状态,借款期限特征
354,overdue,max_paid_interest_180d_t7,max_paid_interest_180d_t7,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_paid_interest_180d_t7,近180天最大实付期还利息_t7,还款履约,实际还款行为特征
355,overdue,payer_repay_cnt_60d_v2,payer_repay_cnt_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_repay_cnt_60d_v2,"类别: 过去60天 [T-61, T-2] 还款(j7,g7)笔数",交易行为,支付交易行为特征
356,overdue,avg_balance_all_7days,avg_balance_all_7days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.avg_balance_all_7days,近7日总余额均值,授信申请,收入与财务画像特征
357,overdue,ng_cash_overdue_7d_ratio,ng_cash_overdue_7d_ratio,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_cash_overdue_7d_ratio,逾期7天占总放款次数,逾期催收,逾期表现特征
358,overdue,p20_total_finsave_amt_d60,p20_total_finsave_amt_d60,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.p20_total_finsave_amt_d60,近60天20分位理财金额,授信申请,收入与财务画像特征
359,overdue,ng_same_bvn_card_no_overduedays_ins,ng_same_bvn_card_no_overduedays_ins,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_same_bvn_card_no_overduedays_ins,同一个bvn对应的大额分期当前逾期天数,逾期催收,逾期表现特征
360,overdue,ng_cash_total_jy_months_off,ng_cash_total_jy_months_off,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_cash_total_jy_months_off,使用账龄数（计算实际发生借款月数）,账户状态,借款期限特征
361,overdue,cust_last1_overdue_days,cust_last1_overdue_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.cust_last1_overdue_days,客户最近第一笔借据最大逾期,逾期催收,逾期表现特征
362,overdue,diff_balance_targetsaving_7days,diff_balance_targetsaving_7days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.diff_balance_targetsaving_7days,目标存净增额7d,授信申请,收入与财务画像特征
363,overdue,max_trans_amt_3m,max_trans_amt_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_trans_amt_3m,现金贷.平台交易.max_trans_amt_3m,交易行为,支付交易行为特征
364,overdue,transfer_amt_1m_2m,transfer_amt_1m_2m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.transfer_amt_1m_2m,近两个月到近一个月转账金额,交易行为,支付交易行为特征
365,overdue,ng_cash_success_loan_cnt_d7,ng_cash_success_loan_cnt_d7,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_cash_success_loan_cnt_d7,客户最近7天成功交易笔数,还款履约,还款计划与账单流水特征
366,overdue,total_pay_50_rate,total_pay_50_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.total_pay_50_rate,实际支付高于订单金额一半的次数占总交易次数率,交易行为,支付交易行为特征
367,overdue,fpd_loan180d_dpd1_eli_rt,fpd_loan180d_dpd1_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,放款近180天_FPD1_占比(占达表现期),还款履约,还款计划与账单流水特征
368,overdue,flexi_last2_max_overdue_days,flexi_last2_max_overdue_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.flexi_last2_max_overdue_days,客户flexi最近2个账期最大逾期天数,逾期催收,逾期表现特征
369,overdue,longitude,longitude,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.longitude,经度,授信申请,地理位置与居住工作地特征
370,overdue,payee_recent_360_txn_share_15d_v2,payee_recent_360_txn_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_360_txn_share_15d_v2,收款方: 近15天笔数 / 近360天笔数,交易行为,支付交易行为特征
371,overdue,ng_la3times_bi_overdue_ds_cash_avg_rt,ng_la3times_bi_overdue_ds_cash_avg_rt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ng_la3times_bi_overdue_ds_cash_avg_rt,最近3次逾期天数平均值,逾期催收,逾期表现特征
372,overdue,transfer_fail_ratio_90d_v2,transfer_fail_ratio_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.transfer_fail_ratio_90d_v2,近90天转账(03)失败率,交易行为,支付交易行为特征
373,overdue,payee_success_rate_360d_v2,payee_success_rate_360d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_success_rate_360d_v2,收款方: 近360天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
374,overdue,loan_period_days,loan_period_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.loan_period_days,business_loan当前借据借款天数,账户状态,借款期限特征
375,overdue,user_tenure_days,user_tenure_days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,$.user_tenure_days,名下最早理财账户创建距今天数,授信申请,收入与财务画像特征
376,overdue,payee_recent_180_txn_share_15d_v2,payee_recent_180_txn_share_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_180_txn_share_15d_v2,收款方: 近15天笔数 / 近180天笔数,交易行为,支付交易行为特征
377,overdue,dpd_due90d_dpd3_bad_due_rt,dpd_due90d_dpd3_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,$.dpd_due90d_dpd3_bad_due_rt,应还近90天_逾期3天_占比(占到期),还款履约,还款计划与账单流水特征
378,overdue,airtime_amt_3m,airtime_amt_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.airtime_amt_3m,近3个月话费充值金额,交易行为,支付交易行为特征
379,overdue,payee_recent_180_txn_share_90d_v2,payee_recent_180_txn_share_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收款方: 近90天笔数 / 近180天笔数,交易行为,支付交易行为特征
380,overdue,card_pay_cnt,card_pay_cnt,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.card_pay_cnt,银行卡支付次数,交易行为,支付交易行为特征
381,overdue,loan_net_inflow_30d_v2,loan_net_inflow_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.loan_net_inflow_30d_v2,近30天借款入金-还款出金净额,交易行为,支付交易行为特征
382,overdue,payer_recent_180_txn_share_90d_v2,payer_recent_180_txn_share_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近90天笔数 / 近180天笔数,交易行为,支付交易行为特征
383,overdue,fail_txn_ratio_60d_v2,fail_txn_ratio_60d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.fail_txn_ratio_60d_v2,近60天失败率(失败/总尝试),交易行为,支付交易行为特征
384,overdue,trans_mon_rate,trans_mon_rate,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.trans_mon_rate,交易循环度,账户状态,借款期限特征
385,overdue,bank_cnt_180d,bank_cnt_180d,t9,pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final,"pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final, pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature",$.bank_cnt_180d,近180天银行/账户类产品查询次数,外部数据,多头查询与多证件关联特征
385,overdue,bank_cnt_180d,bank_cnt_180d_v1,t10,pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature,"pb_biz_credit.keep_jch_ng_cid_multi_loan_feature_final, pb_biz_credit.keep_ng_jch_bvn_nin_phn_multi_loan_feature",$.bank_cnt_180d,近180天银行/账户类产品查询次数,外部数据,多头查询与多证件关联特征
386,overdue,databundle_airtime_amt_2m_3m,databundle_airtime_amt_2m_3m,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.databundle_airtime_amt_2m_3m,近三个月到近两个月流量和花费缴费金额,交易行为,支付交易行为特征
387,overdue,payer_success_rate_30d_v2,payer_success_rate_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payer_success_rate_30d_v2,付款方: 近30天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
388,overdue,payer_success_rate_7d_v2,payer_success_rate_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近7天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
389,overdue,press_over_quota_180d_t7,press_over_quota_180d_t7,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,$.press_over_quota_180d_t7,近180天：t7压力/额度,账户状态,额度使用与账户余额特征
390,overdue,max_income_day_std_3m_v2,max_income_day_std_3m_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,收入规律性: 近3个月入金最高日标准差(收款侧),交易行为,支付交易行为特征
391,overdue,payee_amount_cv_15d_v2,payee_amount_cv_15d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,"收款方: 过去15天 [T-16, T-2] 收款金额变异系数 (std/mean)",交易行为,支付交易行为特征
392,overdue,ss_auto_dep_last_days,ss_auto_dep_last_days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,Spend Save最近一次自动转入成功距今天数,授信申请,收入与财务画像特征
393,overdue,ca1_last2_bill_max_overdue_days,ca1_last2_bill_max_overdue_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.ca1_last2_bill_max_overdue_days,cash最近2个账期最大逾期天数,逾期催收,逾期表现特征
394,overdue,payee_success_rate_7d_v2,payee_success_rate_7d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_success_rate_7d_v2,收款方: 近7天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
395,overdue,flexi_apply_last1_sx_days,flexi_apply_last1_sx_days,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.flexi_apply_last1_sx_days,flexi申请授信最近一次授信距当前天数,授信申请,申请行为特征
396,overdue,max_total_finsave_amt_d30,max_total_finsave_amt_d30,t1,pb_ads_credit.direct_send_in_out_para_data_df,pb_ads_credit.direct_send_in_out_para_data_df,$.max_total_finsave_amt_d30,近30天理财最大余额,账户状态,额度使用与账户余额特征
397,overdue,press_over_quota_30d_all,press_over_quota_30d_all,t3,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,pb_biz_credit.keep_jch_ng_cid_bal_feature_final,,近30天：all压力/额度,账户状态,额度使用与账户余额特征
398,overdue,payee_success_rate_90d_v2,payee_success_rate_90d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_success_rate_90d_v2,收款方: 近90天交易成功率(1/(1+2+7)),交易行为,支付交易行为特征
399,overdue,dpd_due180d_dpd8_bad_eli_rt,dpd_due180d_dpd8_bad_eli_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,,应还近180天_逾期8天_占比(占达表现期),还款履约,还款计划与账单流水特征
400,overdue,repay_ratio_due_90d_t7,repay_ratio_due_90d_t7,t2,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,pb_biz_credit.keep_jch_ng_cid_repay_feature_final,$.repay_ratio_due_90d_t7,7类账户：近90天每期平均还款笔数(还款笔数/应还期数),还款履约,实际还款行为特征
401,overdue,diff_balance_spendsave_30days,diff_balance_spendsave_30days,t11,pb_biz_credit.ng_pp_user_financial_feature_profile_di,pb_biz_credit.ng_pp_user_financial_feature_profile_di,,SpendSave净增额30d,授信申请,收入与财务画像特征
402,overdue,min_util_180d_t7,min_util_180d_t7,t6,pb_biz_credit.keep_jch_ng_cid_util_feature_final,pb_biz_credit.keep_jch_ng_cid_util_feature_final,,近180天：t7单笔util最小值,账户状态,额度使用与账户余额特征
403,overdue,payee_recent_180_txn_share_30d_v2,payee_recent_180_txn_share_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,$.payee_recent_180_txn_share_30d_v2,收款方: 近30天笔数 / 近180天笔数,交易行为,支付交易行为特征
404,overdue,payer_start_of_month_amount_ratio_30d_v2,payer_start_of_month_amount_ratio_30d_v2,t4,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,pb_ads_credit.ads_ng_risk_pp_cid_character_360d,,付款方: 近30天 月初付款金额 / 总金额,交易行为,支付交易行为特征
405,overdue,avg_tenor_180d_t7,avg_tenor_180d_t7,t12,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,pb_biz_credit.keep_jch_ng_cid_tenor_feature_final,,近180天：产品类型7 的借款期限均值,账户状态,借款期限特征
406,overdue,dpd_due365d_dpd1_bad_due_rt,dpd_due365d_dpd1_bad_due_rt,t5,pb_biz_credit.ng_customer_pay_plan_flow_feas,pb_biz_credit.ng_customer_pay_plan_flow_feas,$.dpd_due365d_dpd1_bad_due_rt,应还近365天_逾期1天_占比(占到期),还款履约,还款计划与账单流水特征
407,overdue,last3_od_days_7,last3_od_days_7,t8,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,pb_biz_credit.keep_ng_jch_cid_overdue_feature_final,$.last3_od_days_7,产品7: 最近第3笔贷款最大逾期天数,逾期催收,逾期表现特征
